instrument_id,customer_behavior_score,number_of_uses,surgery_type,surgery_complexity,surgeon_experience_level,time_since_last_maintenance_days,previous_repair_count,sterilization_frequency,failure_count_last_12_months
INS-2701,0.71,96,General,Medium,Resident,47,0,21,2
INS-2702,0.99,280,Neuro,Low,Resident,91,1,32,3
INS-2703,0.48,120,General,Low,Intermediate,38,2,16,5
INS-2704,0.41,215,Cardiac,High,Expert,50,2,17,3
INS-2705,0.86,273,Cardiac,High,Expert,97,3,13,1
INS-2706,0.88,116,Orthopedic,Low,Resident,57,4,12,0
INS-2707,0.47,111,Neuro,Medium,Intermediate,123,1,12,4
INS-2708,0.56,158,Neuro,Low,Expert,31,3,19,4
INS-2709,0.41,216,Orthopedic,Medium,Resident,108,1,33,1
INS-2710,0.58,86,Cardiac,Medium,Expert,26,4,24,2
INS-2711,0.86,168,Cardiac,High,Expert,95,2,22,3
INS-2712,0.71,291,Cardiac,Low,Expert,142,0,28,3
INS-2713,0.61,135,Cardiac,Low,Resident,70,1,17,3
INS-2714,0.62,175,General,Medium,Intermediate,98,2,27,7
INS-2715,0.4,185,Neuro,Low,Intermediate,143,1,14,4
INS-2716,0.58,258,Neuro,High,Expert,90,1,30,2
INS-2717,0.79,101,Cardiac,High,Intermediate,104,1,16,3
INS-2718,0.98,140,Cardiac,Low,Expert,154,4,14,6
INS-2719,0.91,82,Cardiac,Low,Resident,68,3,34,1
INS-2720,0.41,287,Neuro,High,Resident,176,1,28,3
INS-2721,0.94,130,Neuro,Low,Resident,63,4,34,1
INS-2722,0.87,91,Cardiac,Medium,Expert,135,0,26,0
INS-2723,0.87,253,General,Low,Intermediate,174,3,28,3
INS-2724,0.67,161,Orthopedic,Medium,Resident,57,4,13,4
INS-2725,0.64,287,Orthopedic,Low,Expert,77,0,31,2
INS-2726,0.58,175,Orthopedic,Low,Intermediate,116,3,33,1
INS-2727,0.44,204,Neuro,High,Intermediate,87,4,16,3
INS-2728,0.54,289,Neuro,Medium,Intermediate,86,0,33,2
INS-2729,0.55,185,Orthopedic,High,Expert,36,4,31,1
INS-2730,0.69,200,Orthopedic,Low,Expert,97,0,15,2
INS-2731,0.85,155,General,High,Expert,164,1,23,4
INS-2732,0.68,174,Neuro,Low,Resident,81,1,31,1
INS-2733,0.43,162,Neuro,Low,Expert,56,3,28,4
INS-2734,0.97,113,Orthopedic,Low,Resident,112,0,29,1
INS-2735,0.97,172,General,Medium,Resident,30,1,20,3
INS-2736,0.87,270,General,Medium,Resident,124,3,31,4
INS-2737,0.99,163,Orthopedic,Medium,Expert,66,2,16,4
INS-2738,0.73,69,Orthopedic,High,Resident,114,1,12,5
INS-2739,0.98,65,Neuro,Low,Expert,104,1,29,2
INS-2740,0.45,194,Orthopedic,High,Expert,179,4,31,2
INS-2741,0.62,257,Cardiac,High,Resident,119,2,26,1
INS-2742,0.54,68,General,Low,Resident,36,0,20,3
INS-2743,0.52,169,Orthopedic,High,Resident,137,3,24,1
INS-2744,0.48,297,Cardiac,Low,Expert,170,2,16,1
INS-2745,0.77,185,General,Low,Expert,85,0,24,4
INS-2746,0.87,215,Cardiac,Low,Resident,44,1,26,7
INS-2747,0.75,87,Cardiac,Low,Resident,107,3,20,2
INS-2748,0.49,230,Orthopedic,High,Intermediate,153,3,21,0
INS-2749,0.89,142,General,High,Resident,45,2,22,1
INS-2750,0.78,154,Cardiac,High,Intermediate,75,4,20,2
INS-2751,0.63,149,Neuro,Medium,Intermediate,65,0,20,3
INS-2752,0.8,139,General,High,Expert,154,2,34,1
INS-2753,0.56,208,Neuro,High,Expert,157,4,18,2
INS-2754,0.61,93,Orthopedic,Medium,Intermediate,103,4,20,3
INS-2755,0.95,237,Neuro,Low,Intermediate,115,4,34,1
INS-2756,0.57,125,General,Low,Resident,93,3,13,3
INS-2757,0.68,296,Cardiac,Low,Intermediate,145,0,11,3
INS-2758,0.93,194,Cardiac,Medium,Resident,155,0,32,4
INS-2759,0.82,128,General,High,Expert,27,2,13,3
INS-2760,0.44,122,Cardiac,High,Resident,155,1,23,4
INS-2761,0.49,216,Neuro,High,Expert,134,2,14,4
INS-2762,0.4,219,Cardiac,High,Intermediate,11,0,26,5
INS-2763,0.78,225,Cardiac,Medium,Intermediate,85,3,21,3
INS-2764,0.67,189,Neuro,High,Intermediate,147,2,15,1
INS-2765,0.48,145,Neuro,Low,Resident,151,1,21,3
INS-2766,0.97,138,Neuro,Medium,Expert,35,2,24,3
INS-2767,0.72,152,Orthopedic,Medium,Expert,56,4,32,3
INS-2768,0.55,195,Neuro,Low,Expert,39,1,28,0
INS-2769,0.7,256,Neuro,Low,Expert,65,4,19,2
INS-2770,0.81,273,Orthopedic,High,Expert,128,3,11,2
INS-2771,0.45,55,Cardiac,Low,Resident,179,0,21,1
INS-2772,0.56,171,Neuro,Medium,Expert,141,2,21,2
INS-2773,0.88,285,General,Medium,Intermediate,148,2,16,1
INS-2774,0.68,220,Neuro,Medium,Expert,161,4,10,1
INS-2775,0.73,165,Neuro,High,Intermediate,174,4,27,2
INS-2776,0.66,212,Orthopedic,High,Resident,139,0,12,2
INS-2777,0.43,275,General,Low,Resident,149,2,29,2
INS-2778,0.5,279,Cardiac,High,Intermediate,30,0,14,2
INS-2779,0.67,297,Cardiac,High,Expert,77,4,29,4
INS-2780,0.53,231,General,Medium,Resident,135,4,24,1
INS-2781,0.43,298,Neuro,Medium,Resident,52,1,19,0
INS-2782,0.91,111,Orthopedic,Low,Resident,109,4,28,4
INS-2783,0.99,246,General,Medium,Expert,132,4,10,4
INS-2784,0.88,259,General,High,Intermediate,102,0,16,3
INS-2785,0.91,193,Cardiac,Low,Intermediate,149,1,31,6
INS-2786,0.55,185,Orthopedic,Low,Expert,138,1,27,3
INS-2787,0.98,138,General,Medium,Resident,170,2,11,2
INS-2788,0.52,145,Orthopedic,Medium,Expert,125,3,28,3
INS-2789,0.97,175,Neuro,Medium,Expert,124,2,33,4
INS-2790,1.0,139,Cardiac,Low,Intermediate,151,2,33,4
INS-2791,0.83,293,Neuro,Medium,Expert,128,2,19,1
INS-2792,0.99,135,Orthopedic,High,Expert,102,1,24,1
INS-2793,0.74,208,Neuro,Low,Resident,151,0,19,5
INS-2794,0.56,284,Cardiac,Medium,Resident,18,4,19,2
INS-2795,0.66,187,Orthopedic,High,Intermediate,82,1,21,5
INS-2796,0.76,233,General,High,Resident,35,4,17,4
INS-2797,0.44,170,Neuro,Medium,Expert,115,4,32,0
INS-2798,0.77,125,Cardiac,High,Expert,154,3,23,2
INS-2799,0.99,294,General,Low,Expert,77,2,11,3
INS-2800,0.51,141,Cardiac,Low,Intermediate,119,3,26,2
INS-2801,0.88,119,Orthopedic,High,Resident,140,2,15,6
INS-2802,0.94,197,Orthopedic,Low,Expert,34,1,17,4
INS-2803,0.97,182,Neuro,Medium,Resident,30,4,10,2
INS-2804,0.98,72,Cardiac,High,Resident,149,3,12,3
INS-2805,0.71,186,Cardiac,Low,Resident,63,1,24,2
INS-2806,0.99,107,Cardiac,Medium,Resident,10,1,26,4
INS-2807,0.85,236,Orthopedic,Medium,Intermediate,137,2,34,2
INS-2808,0.5,270,Neuro,Low,Intermediate,10,4,16,1
INS-2809,0.69,257,Cardiac,High,Intermediate,144,2,23,2
INS-2810,0.83,231,Cardiac,Medium,Expert,19,2,33,2
INS-2811,0.55,95,General,Medium,Expert,152,1,34,1
INS-2812,0.78,71,Cardiac,Medium,Expert,49,2,12,1
INS-2813,0.8,241,Neuro,Medium,Intermediate,148,0,27,2
INS-2814,0.5,57,General,High,Resident,54,4,31,6
INS-2815,0.74,172,General,Low,Intermediate,96,2,14,2
INS-2816,0.86,69,General,Low,Expert,150,2,29,4
INS-2817,0.7,228,Orthopedic,Low,Expert,36,3,31,5
INS-2818,0.41,127,General,Medium,Resident,59,4,24,6
INS-2819,0.41,88,Cardiac,High,Intermediate,70,4,15,4
INS-2820,0.61,86,Orthopedic,Low,Resident,22,2,12,7
INS-2821,0.96,227,Orthopedic,High,Intermediate,149,0,27,6
INS-2822,0.54,211,Orthopedic,Low,Expert,166,3,34,4
INS-2823,0.78,124,Orthopedic,Medium,Resident,94,0,33,2
INS-2824,0.53,167,Orthopedic,Low,Resident,93,2,29,0
INS-2825,0.59,153,Orthopedic,Medium,Intermediate,29,4,31,1
INS-2826,0.91,210,Orthopedic,Medium,Intermediate,40,4,12,4
INS-2827,0.84,80,General,Low,Intermediate,17,0,17,1
INS-2828,0.46,172,Neuro,High,Expert,33,1,28,4
INS-2829,0.66,103,Cardiac,Medium,Intermediate,176,2,27,1
INS-2830,0.42,221,Cardiac,High,Expert,42,4,24,2
INS-2831,0.69,83,General,Low,Intermediate,51,1,32,1
INS-2832,0.8,291,General,Medium,Intermediate,152,4,23,4
INS-2833,0.47,248,Orthopedic,High,Expert,169,4,25,2
INS-2834,0.57,171,Neuro,Medium,Intermediate,148,1,12,1
INS-2835,0.64,162,Orthopedic,Low,Expert,103,0,34,1
INS-2836,0.95,295,General,Medium,Expert,46,2,24,3
INS-2837,1.0,111,Orthopedic,Low,Intermediate,156,1,28,2
INS-2838,0.43,72,Cardiac,High,Intermediate,43,1,17,1
INS-2839,0.86,95,Cardiac,Medium,Resident,62,4,11,2
INS-2840,0.62,105,Orthopedic,High,Intermediate,149,1,34,2
INS-2841,0.64,184,Neuro,Low,Resident,105,2,26,3
INS-2842,0.85,167,Orthopedic,Low,Intermediate,114,0,21,4
INS-2843,0.95,266,Orthopedic,High,Expert,57,0,28,3
INS-2844,0.97,238,Neuro,High,Expert,49,0,20,1
INS-2845,0.75,180,Neuro,Low,Resident,161,2,27,2
INS-2846,0.61,215,Neuro,High,Intermediate,97,4,22,3
INS-2847,0.87,261,Cardiac,Low,Resident,52,2,23,0
INS-2848,0.55,211,Orthopedic,High,Intermediate,26,1,21,3
INS-2849,0.74,162,General,Low,Intermediate,111,3,24,3
INS-2850,0.62,93,Neuro,Low,Expert,171,3,32,2
INS-2851,0.79,177,Neuro,Medium,Resident,120,3,30,4
INS-2852,0.54,157,Orthopedic,Low,Expert,79,0,17,4
INS-2853,0.51,207,General,Low,Expert,69,2,11,2
INS-2854,0.95,66,Orthopedic,Medium,Expert,86,2,17,4
INS-2855,0.46,108,Orthopedic,Medium,Resident,44,0,32,2
INS-2856,0.7,187,Neuro,High,Intermediate,171,1,14,1
INS-2857,0.53,148,Neuro,High,Intermediate,25,3,11,1
INS-2858,0.42,133,Cardiac,Low,Resident,155,3,19,2
INS-2859,0.42,195,General,High,Intermediate,47,0,32,3
INS-2860,0.51,94,General,High,Resident,41,3,19,4
INS-2861,0.92,157,Neuro,Low,Resident,16,4,13,5
INS-2862,0.57,268,Neuro,Medium,Intermediate,55,2,13,3
INS-2863,0.97,236,Neuro,Medium,Expert,27,3,17,4
INS-2864,0.75,111,General,Low,Resident,80,3,15,1
INS-2865,0.66,108,Cardiac,Low,Resident,49,4,34,3
INS-2866,0.75,226,General,Low,Resident,97,1,24,4
INS-2867,0.71,277,Neuro,Low,Resident,87,1,27,1
INS-2868,0.86,240,Neuro,Low,Intermediate,14,4,30,3
INS-2869,0.57,264,Cardiac,Low,Intermediate,95,1,31,0
INS-2870,0.61,209,Orthopedic,High,Resident,31,0,17,0
INS-2871,0.94,187,Orthopedic,High,Expert,83,4,29,0
INS-2872,0.97,60,General,High,Intermediate,99,2,16,2
INS-2873,0.94,151,Orthopedic,Medium,Expert,88,2,32,3
INS-2874,0.65,119,Orthopedic,Low,Expert,175,2,29,4
INS-2875,0.87,172,General,Low,Resident,128,3,26,3
INS-2876,0.69,282,Neuro,High,Intermediate,138,4,28,7
INS-2877,0.7,239,Orthopedic,Medium,Resident,87,4,11,2
INS-2878,0.52,224,Neuro,High,Resident,45,1,21,4
INS-2879,0.75,83,General,Low,Expert,104,4,28,1
INS-2880,0.51,277,Neuro,Low,Expert,37,4,14,4
INS-2881,0.6,150,Neuro,High,Expert,107,1,21,4
INS-2882,0.91,194,General,High,Resident,44,4,26,2
INS-2883,0.52,281,Neuro,Low,Resident,71,4,14,0
INS-2884,0.44,153,Orthopedic,High,Resident,96,0,11,3
INS-2885,0.44,231,Orthopedic,Low,Resident,117,1,13,2
INS-2886,0.96,253,Orthopedic,High,Resident,134,0,15,4
INS-2887,0.7,262,Orthopedic,Medium,Resident,88,3,18,0
INS-2888,0.65,89,Neuro,Low,Resident,134,1,31,2
INS-2889,0.89,68,Orthopedic,Medium,Resident,70,4,19,0
INS-2890,0.9,116,Neuro,High,Intermediate,35,4,20,3
INS-2891,0.6,131,Cardiac,Medium,Intermediate,172,0,11,2
INS-2892,0.82,230,Neuro,High,Intermediate,66,0,33,2
INS-2893,0.86,292,Orthopedic,Medium,Intermediate,141,3,30,3
INS-2894,0.79,113,Cardiac,Medium,Resident,51,3,34,2
INS-2895,0.49,132,General,Medium,Resident,176,4,18,5
INS-2896,0.93,96,Neuro,Low,Expert,31,2,29,4
INS-2897,0.72,55,Orthopedic,Medium,Expert,148,3,26,3
INS-2898,0.57,65,Orthopedic,High,Intermediate,174,4,18,2
INS-2899,0.66,249,Orthopedic,High,Expert,99,3,34,2
INS-2900,0.42,289,General,Low,Intermediate,67,1,17,3
INS-2901,0.48,195,Cardiac,Low,Resident,16,0,14,2
INS-2902,0.86,229,Cardiac,High,Resident,145,4,14,1
INS-2903,0.4,225,Orthopedic,Medium,Expert,60,3,15,1
INS-2904,0.65,220,Neuro,High,Resident,160,0,25,2
INS-2905,0.71,88,Orthopedic,Low,Resident,99,2,10,4
INS-2906,0.43,226,Orthopedic,Low,Intermediate,117,3,18,3
INS-2907,0.98,162,Neuro,High,Expert,18,4,30,1
INS-2908,0.54,189,Orthopedic,Medium,Resident,47,1,16,5
INS-2909,0.58,286,General,Medium,Expert,120,0,20,3
INS-2910,0.58,187,Orthopedic,Low,Resident,22,0,24,3
INS-2911,0.54,120,General,High,Intermediate,16,1,33,0
INS-2912,0.4,159,Orthopedic,High,Resident,148,4,14,3
INS-2913,0.84,104,Cardiac,Low,Expert,76,2,28,5
INS-2914,0.98,178,Neuro,High,Expert,50,1,15,3
INS-2915,0.53,98,Cardiac,Low,Intermediate,166,2,32,3
INS-2916,0.8,213,Orthopedic,Medium,Resident,174,4,23,2
INS-2917,0.85,70,Orthopedic,Medium,Intermediate,25,3,29,2
INS-2918,0.91,86,General,High,Expert,53,3,34,2
INS-2919,0.65,165,Orthopedic,Medium,Intermediate,59,4,23,1
INS-2920,0.58,73,Orthopedic,Medium,Resident,143,2,20,2
INS-2921,0.6,104,Orthopedic,Low,Resident,27,1,13,1
INS-2922,0.83,74,Cardiac,Low,Intermediate,156,4,19,3
INS-2923,0.89,184,General,High,Expert,60,4,11,3
INS-2924,0.51,176,Cardiac,Low,Expert,12,3,34,2
INS-2925,0.62,283,General,High,Intermediate,98,1,13,7
INS-2926,0.94,258,Cardiac,High,Resident,63,3,29,3
INS-2927,0.88,142,Orthopedic,Low,Resident,58,2,19,2
INS-2928,0.99,143,Cardiac,Medium,Resident,37,2,10,2
INS-2929,0.85,120,Cardiac,Medium,Resident,47,0,23,1
INS-2930,0.64,274,General,Medium,Expert,37,4,27,6
INS-2931,0.75,248,General,Medium,Resident,41,1,21,4
INS-2932,0.8,171,Cardiac,High,Intermediate,50,1,28,1
INS-2933,0.45,73,General,Medium,Intermediate,45,3,32,1
INS-2934,0.73,60,General,High,Intermediate,112,3,21,3
INS-2935,0.83,122,General,Low,Intermediate,45,1,34,3
INS-2936,0.5,61,Neuro,Low,Resident,116,3,14,2
INS-2937,0.87,84,General,High,Expert,135,0,13,3
INS-2938,0.75,240,Neuro,Medium,Resident,96,4,22,0
INS-2939,0.97,245,Neuro,High,Expert,75,0,27,4
INS-2940,0.43,277,General,Medium,Resident,147,2,21,2
INS-2941,0.56,269,Cardiac,Medium,Expert,79,1,25,5
INS-2942,0.76,234,General,High,Intermediate,88,0,32,2
INS-2943,0.58,190,Orthopedic,High,Intermediate,102,0,15,5
INS-2944,0.83,72,Cardiac,Medium,Expert,101,3,16,2
INS-2945,0.86,132,Neuro,High,Expert,31,3,33,2
INS-2946,0.46,283,Neuro,Medium,Expert,29,3,18,4
INS-2947,0.71,278,Cardiac,High,Intermediate,42,2,19,5
INS-2948,0.71,216,Cardiac,Low,Intermediate,152,0,14,5
INS-2949,0.62,137,General,Medium,Resident,144,4,30,3
INS-2950,0.96,129,Neuro,Low,Expert,99,3,13,1
INS-2951,0.9,146,Orthopedic,High,Expert,59,2,20,4
INS-2952,0.82,189,General,Low,Expert,19,2,28,4
INS-2953,0.83,83,Cardiac,High,Intermediate,88,3,16,3
INS-2954,0.68,248,Neuro,Medium,Expert,46,1,22,2
INS-2955,0.95,124,Cardiac,High,Expert,68,0,22,4
INS-2956,0.82,208,Cardiac,High,Intermediate,97,3,30,1
INS-2957,0.84,270,Cardiac,Medium,Expert,113,4,32,1
INS-2958,0.92,177,General,High,Resident,72,0,27,4
INS-2959,0.56,239,Orthopedic,Medium,Intermediate,30,2,34,2
INS-2960,0.88,190,Orthopedic,High,Intermediate,113,4,34,3
INS-2961,0.52,80,Neuro,Medium,Intermediate,88,0,18,3
INS-2962,0.61,179,Cardiac,Low,Resident,46,4,22,4
INS-2963,0.6,152,Orthopedic,High,Intermediate,54,2,22,6
INS-2964,0.99,64,Cardiac,High,Intermediate,151,3,14,2
INS-2965,0.91,106,Neuro,High,Intermediate,52,4,21,2
INS-2966,0.82,124,Cardiac,Medium,Intermediate,125,3,34,5
INS-2967,0.84,83,Orthopedic,High,Resident,94,2,10,3
INS-2968,0.74,152,Cardiac,Medium,Expert,93,2,27,1
INS-2969,0.97,245,Orthopedic,High,Expert,170,4,30,3
INS-2970,0.7,124,Neuro,Low,Intermediate,12,4,30,7
INS-2971,0.63,78,Cardiac,High,Resident,113,2,31,3
INS-2972,0.5,243,Orthopedic,Low,Intermediate,96,4,33,1
INS-2973,0.87,65,Neuro,Medium,Expert,120,4,26,4
INS-2974,0.84,216,Cardiac,Low,Expert,96,4,19,2
INS-2975,0.63,126,Neuro,High,Resident,100,4,18,4
INS-2976,0.42,86,Orthopedic,High,Expert,44,0,29,2
INS-2977,0.9,130,Cardiac,Medium,Intermediate,162,2,17,2
INS-2978,0.41,198,Cardiac,High,Resident,105,2,24,3
INS-2979,0.82,221,Cardiac,High,Expert,95,1,22,3
INS-2980,0.98,173,Neuro,Medium,Intermediate,145,3,30,1
INS-2981,0.66,68,Neuro,Medium,Resident,125,1,26,3
INS-2982,0.54,248,Orthopedic,Low,Intermediate,155,4,18,3
INS-2983,0.82,151,General,Medium,Expert,101,4,33,3
INS-2984,0.89,185,Cardiac,High,Intermediate,165,0,30,4
INS-2985,0.73,126,Cardiac,Medium,Resident,149,0,20,3
INS-2986,0.98,278,Orthopedic,High,Intermediate,11,0,13,2
INS-2987,0.43,243,Cardiac,Low,Expert,174,0,33,1
INS-2988,0.7,90,Neuro,Medium,Resident,133,0,34,4
INS-2989,0.83,252,Neuro,High,Resident,13,0,16,2
INS-2990,0.92,265,Cardiac,Medium,Expert,178,0,29,2
INS-2991,0.51,247,Cardiac,Medium,Intermediate,118,0,32,1
INS-2992,0.88,110,Neuro,Medium,Intermediate,120,0,31,3
INS-2993,0.73,75,Cardiac,Medium,Expert,43,2,12,0
INS-2994,0.64,120,Neuro,Low,Resident,96,0,19,2
INS-2995,0.48,298,General,High,Expert,22,3,12,4
INS-2996,0.92,152,General,Medium,Resident,16,0,10,2
INS-2997,0.49,260,Cardiac,High,Resident,41,4,23,3
INS-2998,0.59,119,Cardiac,Low,Intermediate,32,4,22,6
INS-2999,0.57,156,Cardiac,High,Expert,56,0,14,3
INS-3000,0.92,206,Neuro,High,Resident,174,0,17,3
INS-3001,0.8,156,General,Low,Intermediate,38,4,21,5
INS-3002,0.88,152,General,Medium,Expert,174,3,15,3
INS-3003,0.55,243,Orthopedic,High,Expert,32,1,33,0
INS-3004,0.77,68,Orthopedic,High,Resident,47,2,32,0
INS-3005,0.74,117,Cardiac,Medium,Resident,136,4,11,1
INS-3006,0.9,235,Neuro,Medium,Resident,53,0,33,2
INS-3007,0.94,119,Cardiac,High,Expert,14,2,13,3
INS-3008,0.41,162,General,Low,Resident,49,0,14,2
INS-3009,0.8,106,Cardiac,Medium,Expert,148,1,20,4
INS-3010,0.43,214,Cardiac,Medium,Intermediate,87,1,22,2
INS-3011,0.73,110,General,Low,Expert,115,4,17,4
INS-3012,0.57,141,General,High,Resident,139,2,30,5
INS-3013,0.58,79,General,Medium,Expert,172,2,14,2
INS-3014,0.61,248,General,High,Resident,58,1,15,1
INS-3015,0.77,250,Orthopedic,High,Intermediate,132,0,24,4
INS-3016,0.6,202,Neuro,High,Resident,44,4,32,0
INS-3017,0.84,274,Neuro,Low,Resident,115,3,34,3
INS-3018,0.64,176,General,High,Resident,81,1,25,3
INS-3019,0.44,242,Neuro,High,Resident,169,1,20,2
INS-3020,0.87,164,Neuro,Medium,Resident,118,4,16,2
INS-3021,0.57,55,Neuro,Medium,Resident,134,0,15,4
INS-3022,0.66,67,Neuro,Low,Intermediate,80,2,21,1
INS-3023,0.81,59,General,Low,Intermediate,48,1,13,2
INS-3024,0.6,141,Cardiac,Medium,Expert,100,4,23,3
INS-3025,0.43,188,Cardiac,Medium,Resident,46,4,20,3
INS-3026,0.62,274,Cardiac,Low,Expert,90,4,21,5
INS-3027,0.97,242,Orthopedic,High,Intermediate,141,2,11,2
INS-3028,0.79,126,Neuro,Low,Intermediate,32,1,20,2
INS-3029,0.8,150,General,High,Resident,151,4,22,3
INS-3030,0.78,133,General,Medium,Resident,14,2,20,1
INS-3031,0.52,242,Orthopedic,Medium,Expert,119,0,18,3
INS-3032,0.65,101,General,Medium,Intermediate,161,3,30,0
INS-3033,0.85,244,Cardiac,High,Expert,27,1,25,4
INS-3034,0.46,259,Orthopedic,Low,Expert,36,2,14,7
INS-3035,0.57,282,General,High,Expert,33,3,21,4
INS-3036,0.57,255,Orthopedic,Low,Resident,38,3,12,5
INS-3037,0.66,80,Orthopedic,Low,Intermediate,148,2,25,3
INS-3038,0.99,268,General,Low,Expert,155,2,28,4
INS-3039,0.44,194,Cardiac,Medium,Intermediate,132,2,26,3
INS-3040,0.71,232,General,Low,Intermediate,137,4,20,2
INS-3041,0.51,159,Neuro,Medium,Expert,121,0,30,3
INS-3042,0.98,142,Neuro,Low,Expert,126,4,28,6
INS-3043,0.47,213,General,Low,Resident,141,3,27,2
INS-3044,0.64,278,Cardiac,Medium,Intermediate,42,3,18,5
INS-3045,0.84,203,Neuro,Medium,Expert,51,3,22,5
INS-3046,0.82,102,Neuro,High,Expert,169,2,15,4
INS-3047,0.65,194,General,Low,Intermediate,134,1,12,2
INS-3048,0.61,135,General,Medium,Expert,13,4,32,3
INS-3049,0.64,202,General,High,Intermediate,29,1,21,1
INS-3050,0.56,51,Orthopedic,High,Expert,77,0,18,4
INS-3051,0.52,296,Orthopedic,Medium,Intermediate,67,0,18,1
INS-3052,0.69,135,Orthopedic,Low,Expert,89,4,24,3
INS-3053,0.56,182,General,High,Expert,143,3,10,2
INS-3054,0.57,53,Cardiac,Low,Resident,104,0,27,2
INS-3055,0.79,213,Neuro,Low,Intermediate,177,1,24,4
INS-3056,0.98,55,Orthopedic,High,Resident,160,1,17,1
INS-3057,0.76,293,Cardiac,Medium,Expert,13,2,20,3
INS-3058,0.45,198,General,Low,Intermediate,174,3,26,4
INS-3059,0.45,254,Orthopedic,Medium,Intermediate,179,2,23,1
INS-3060,0.97,167,General,High,Expert,53,4,28,3
INS-3061,0.58,278,Cardiac,Low,Expert,134,0,32,2
INS-3062,0.46,296,Orthopedic,Medium,Expert,51,2,33,4
INS-3063,0.76,138,Orthopedic,Medium,Expert,38,2,14,4
INS-3064,0.77,203,Orthopedic,Low,Intermediate,156,4,11,5
INS-3065,0.79,232,Orthopedic,Medium,Resident,169,1,24,2
INS-3066,0.56,216,Cardiac,Medium,Intermediate,53,1,28,1
INS-3067,0.41,261,Orthopedic,High,Intermediate,64,4,34,2
INS-3068,0.98,210,Neuro,High,Intermediate,89,1,25,3
INS-3069,0.55,63,Neuro,Medium,Intermediate,142,4,22,2
INS-3070,0.81,105,General,Medium,Expert,122,1,16,4
INS-3071,0.82,277,Orthopedic,Low,Resident,30,4,26,3
INS-3072,0.77,130,Neuro,High,Intermediate,87,1,28,4
INS-3073,0.59,198,Neuro,Low,Intermediate,159,2,34,3
INS-3074,0.56,95,Neuro,Medium,Resident,39,2,16,2
INS-3075,0.76,193,Cardiac,Low,Expert,32,1,21,1
INS-3076,0.92,287,Orthopedic,Medium,Intermediate,14,4,22,1
INS-3077,0.97,65,Cardiac,High,Expert,72,2,22,3
INS-3078,0.46,169,Cardiac,High,Intermediate,68,0,23,2
INS-3079,0.49,133,Neuro,Medium,Intermediate,91,1,24,2
INS-3080,0.97,206,Neuro,High,Resident,61,0,11,5
INS-3081,0.84,269,General,Medium,Resident,74,0,15,4
INS-3082,0.93,57,Orthopedic,Low,Expert,48,3,18,3
INS-3083,0.52,137,Orthopedic,Medium,Intermediate,12,0,24,3
INS-3084,0.75,180,Neuro,Low,Expert,179,0,29,2
INS-3085,0.82,266,Neuro,Medium,Resident,80,3,25,2
INS-3086,0.81,68,Orthopedic,High,Resident,164,3,11,1
INS-3087,0.64,146,General,Medium,Resident,165,3,12,5
INS-3088,0.41,115,Neuro,Medium,Resident,24,4,32,3
INS-3089,0.75,128,General,Medium,Resident,81,3,29,6
INS-3090,0.55,135,Cardiac,High,Expert,79,4,32,5
INS-3091,0.67,173,Neuro,Medium,Expert,13,1,30,2
INS-3092,0.97,251,Cardiac,High,Resident,103,4,17,0
INS-3093,0.64,259,Neuro,Medium,Intermediate,154,1,17,5
INS-3094,0.9,199,Cardiac,Low,Intermediate,43,3,30,3
INS-3095,0.51,95,Neuro,Medium,Intermediate,133,3,16,1
INS-3096,0.8,162,General,Low,Intermediate,143,1,20,0
INS-3097,0.99,140,General,High,Intermediate,45,2,31,4
INS-3098,0.46,190,General,High,Resident,108,4,22,3
INS-3099,0.4,82,Cardiac,Medium,Expert,176,0,17,3
INS-3100,0.66,182,General,High,Resident,89,3,18,4
INS-3101,0.46,267,Cardiac,Medium,Intermediate,75,4,25,3
INS-3102,0.85,126,Neuro,High,Intermediate,145,4,14,3
INS-3103,0.95,204,Cardiac,Low,Expert,152,3,32,3
INS-3104,0.66,170,Neuro,High,Resident,100,1,23,1
INS-3105,0.56,177,Orthopedic,Low,Expert,89,3,10,1
INS-3106,0.66,127,Orthopedic,Medium,Intermediate,68,4,33,3
INS-3107,0.83,201,Orthopedic,Medium,Intermediate,19,2,28,4
INS-3108,0.41,116,Cardiac,Medium,Expert,16,1,26,0
INS-3109,0.75,288,Orthopedic,Low,Intermediate,121,3,31,4
INS-3110,0.77,164,Orthopedic,Medium,Resident,85,0,23,4
INS-3111,0.78,112,Orthopedic,Medium,Intermediate,21,3,22,5
INS-3112,0.55,162,Neuro,Low,Intermediate,88,4,17,1
INS-3113,0.83,143,General,High,Resident,55,4,12,3
INS-3114,0.45,276,Cardiac,Medium,Intermediate,41,0,10,3
INS-3115,0.52,97,Orthopedic,High,Expert,169,1,28,2
INS-3116,0.93,240,Neuro,High,Expert,124,4,24,2
INS-3117,0.84,255,General,Medium,Intermediate,123,1,30,6
INS-3118,0.41,61,General,Medium,Resident,135,1,17,5
INS-3119,0.55,205,General,Low,Resident,99,3,18,4
INS-3120,0.53,221,Neuro,Low,Expert,70,1,22,2
INS-3121,0.56,270,Orthopedic,Medium,Intermediate,70,4,21,4
INS-3122,0.55,220,General,High,Resident,111,4,18,2
INS-3123,0.44,194,Neuro,Low,Resident,123,2,29,2
INS-3124,0.68,89,Neuro,Low,Expert,101,1,33,5
